"41.301212","-123.132384","2020-08-20T17:00","PM2.5","30.7","UG/M3","29.0","90","2","Unit1029","Forest Service","MMFS11029","840MMFS11029"
"44.1158","-123.12107","2020-08-20T17:00","PM2.5","3.7","UG/M3","3.5","15","1","Eugene - Wilkes Dr.","Lane Regional Air Protection Agency","840410390101","840410390101"
"44.61569","-123.091457","2020-08-20T17:00","PM2.5","2.2","UG/M3","2.4","9","1","Albany - Calapooia School","Oregon Dept. of Environmental Quality","410430009","840410430009"
"44.0263","-123.08377","2020-08-20T17:00","OZONE","10.0","PPB","-999.0","9","1","Eugene - Amazon Park","Lane Regional Air Protection Agency","410390060","840410390060"
"44.0263","-123.08377","2020-08-20T17:00","PM2.5","1.9","UG/M3","1.8","8","1","Eugene - Amazon Park","Lane Regional Air Protection Agency","410390060","840410390060"
"43.7995","-123.0535","2020-08-20T17:00","PM2.5","2.8","UG/M3","2.9","12","1","Cottage Grove City Shops","Lane Regional Air Protection Agency","410399004","840410399004"
"43.83447","-123.035375","2020-08-20T17:00","OZONE","11.0","PPB","16.0","10","1","Saginaw - Delight Valley School","Lane Regional Air Protection Agency","410391007","840410391007"
"44.046683","-123.017736","2020-08-20T17:00","PM2.5","3.3","UG/M3","2.9","14","1","Springfield City Hall","Lane Regional Air Protection Agency","410391009","840410391009"
"44.943114","-123.005934","2020-08-20T17:00","PM2.5","1.6","UG/M3","1.7","7","1","Salem - State Hospital","Oregon Dept. of Environmental Quality","410470041","840410470041"
"40.734722","-122.941109","2020-08-20T17:00","PM2.5","0.0","UG/M3","-1.0","0","1","Weaverville","North Coast Unified Air Quality Management District","061050002","840061050002"
"44.81029","-122.915085","2020-08-20T17:00","PM2.5","1.8","UG/M3","1.9","8","1","Turner - CJHS","Oregon Dept. of Environmental Quality","410470004","840410470004"
"39.018867","-122.913344","2020-08-20T17:00","PM2.5","7.2","UG/M3","9.0","30","1","LCAQMD1001","AIRSIS","840MMAIR1038","840MMAIR1038"
"41.457939","-122.900062","2020-08-20T17:00","PM2.5","16.3","UG/M3","11.0","60","2","MMCA81022","California Air Resources Board","MMCA81022","840MMCA81022"
"38.403765","-122.818294","2020-08-20T17:00","PM2.5","3.1","UG/M3","3.0","13","1","Sebastopol","San Francisco Bay Area AQMD","060970004","840060970004"
"38.403765","-122.818294","2020-08-20T17:00","OZONE","13.0","PPB","14.0","12","1","Sebastopol","San Francisco Bay Area AQMD","060970004","840060970004"
"38.403765","-122.818294","2020-08-20T17:00","NO2","2.2","PPB","2.2","2","1","Sebastopol","San Francisco Bay Area AQMD","060970004","840060970004"
"38.403765","-122.818294","2020-08-20T17:00","CO","0.2","PPM","0.2","-999","-999","Sebastopol","San Francisco Bay Area AQMD","060970004","840060970004"
"42.623225","-122.810158","2020-08-20T17:00","PM2.5","2.3","UG/M3","2.4","10","1","Shady Cove - Shady Cove School","Oregon Dept. of Environmental Quality","410290019","840410290019"
"45.014998","-122.790382","2020-08-20T17:00","PM2.5","1.8","UG/M3","1.8","8","1","Silverton","Oregon Dept. of Environmental Quality","410470007","840410470007"
"42.229891","-122.7877","2020-08-20T17:00","PM2.5","2.9","UG/M3","3.4","12","1","Talent - Rapp Lane","Oregon Dept. of Environmental Quality","410290201","840410290201"
"45.39916","-122.7455","2020-08-20T17:00","PM2.5","3.0","UG/M3","3.2","13","1","Portland Near Road","Oregon Dept. of Environmental Quality","410670005","840410670005"
"45.39916","-122.7455","2020-08-20T17:00","OZONE","9.0","PPB","12.0","8","1","Portland Near Road","Oregon Dept. of Environmental Quality","410670005","840410670005"
"44.3958","-122.7305","2020-08-20T17:00","PM2.5","2.5","UG/M3","2.3","10","1","Sweet Home - Fire Department","Oregon Dept. of Environmental Quality","410432002","840410432002"
"42.1941","-122.7086","2020-08-20T17:00","PM2.5","3.0","UG/M3","3.3","13","1","Ashland Fire Dept","Oregon Dept. of Environmental Quality","410290203","840410290203"
"41.685884","-122.642033","2020-08-20T17:00","PM2.5","7.5","UG/M3","9.0","31","1","SISK1001 Yreka Rx","AIRSIS","MMAIR1017","840MMAIR1017"
"41.72679","-122.63359","2020-08-20T17:00","OZONE","31.0","PPB","33.0","29","1","Yreka","Siskiyou County APCD","060932001","840060932001"
"44.778743","-122.617048","2020-08-20T17:00","PM2.5","2.0","UG/M3","1.8","8","1","Lyons","Oregon Dept. of Environmental Quality","410432003","840410432003"
"45.25928","-122.588151","2020-08-20T17:00","PM2.5","1.5","UG/M3","1.7","6","1","Portland - Spangler Road","Oregon Dept. of Environmental Quality","410050004","840410050004"
"37.9722","-122.5189","2020-08-20T17:00","PM2.5","30.0","UG/M3","43.0","89","2","San Rafael","San Francisco Bay Area AQMD","060410001","840060410001"
"37.9722","-122.5189","2020-08-20T17:00","OZONE","24.0","PPB","23.0","22","1","San Rafael","San Francisco Bay Area AQMD","060410001","840060410001"
"37.9722","-122.5189","2020-08-20T17:00","NO2","3.9","PPB","3.9","3","1","San Rafael","San Francisco Bay Area AQMD","060410001","840060410001"
"37.9722","-122.5189","2020-08-20T17:00","CO","0.5","PPM","0.5","-999","-999","San Rafael","San Francisco Bay Area AQMD","060410001","840060410001"
"43.74436","-122.480506","2020-08-20T17:00","PM2.5","2.1","UG/M3","2.4","9","1","Oakridge - Willamette Activity Center","Lane Regional Air Protection Agency","410392013","840410392013"
"44.752092","-122.479672","2020-08-20T17:00","PM2.5","2.5","UG/M3","3.0","10","1","Mill City","Oregon Dept. of Environmental Quality","410430104","840410430104"
"40.6894","-122.4024","2020-08-20T17:00","OZONE","33.0","PPB","33.0","31","1","Shasta Lake City","Shasta County Air Quality Management District","060890009","840060890009"
"37.7658","-122.3978","2020-08-20T17:00","PM2.5","17.0","UG/M3","12.0","61","2","San Francisco","San Francisco Bay Area AQMD","060750005","840060750005"
"37.7658","-122.3978","2020-08-20T17:00","OZONE","14.0","PPB","12.0","13","1","San Francisco","San Francisco Bay Area AQMD","060750005","840060750005"
"37.7658","-122.3978","2020-08-20T17:00","NO2","2.8","PPB","2.8","2","1","San Francisco","San Francisco Bay Area AQMD","060750005","840060750005"
"37.7658","-122.3978","2020-08-20T17:00","CO","0.2","PPM","0.2","-999","-999","San Francisco","San Francisco Bay Area AQMD","060750005","840060750005"
"40.5497","-122.3792","2020-08-20T17:00","OZONE","28.0","PPB","28.0","26","1","Redding","Shasta County Air Quality Management District","060890004","840060890004"
"37.9478","-122.3636","2020-08-20T17:00","SO2","1.0","PPB","1.0","1","1","Richmond - 7th St","San Francisco Bay Area AQMD","060130006","840060130006"
"37.9604","-122.3571","2020-08-20T17:00","PM2.5","27.0","UG/M3","22.0","82","2","San Pablo - Rumrill","San Francisco Bay Area AQMD","060131004","840060131004"
"37.9604","-122.3571","2020-08-20T17:00","OZONE","12.0","PPB","12.0","11","1","San Pablo - Rumrill","San Francisco Bay Area AQMD","060131004","840060131004"
"37.9604","-122.3571","2020-08-20T17:00","NO2","9.4","PPB","9.4","8","1","San Pablo - Rumrill","San Francisco Bay Area AQMD","060131004","840060131004"
"37.9604","-122.3571","2020-08-20T17:00","SO2","1.0","PPB","1.0","1","1","San Pablo - Rumrill","San Francisco Bay Area AQMD","060131004","840060131004"
"37.9604","-122.3571","2020-08-20T17:00","CO","0.6","PPM","0.6","-999","-999","San Pablo - Rumrill","San Francisco Bay Area AQMD","060131004","840060131004"
"37.864767","-122.302741","2020-08-20T17:00","PM2.5","34.6","UG/M3","34.0","98","2","Berkeley Aquatic Park","San Francisco Bay Area AQMD","060010013","840060010013"
"37.864767","-122.302741","2020-08-20T17:00","NO2","18.0","PPB","18.0","17","1","Berkeley Aquatic Park","San Francisco Bay Area AQMD","060010013","840060010013"
"37.864767","-122.302741","2020-08-20T17:00","OZONE","8.0","PPB","7.0","7","1","Berkeley Aquatic Park","San Francisco Bay Area AQMD","060010013","840060010013"
"37.864767","-122.302741","2020-08-20T17:00","CO","0.5","PPM","0.5","-999","-999","Berkeley Aquatic Park","San Francisco Bay Area AQMD","060010013","840060010013"
"40.4531","-122.2978","2020-08-20T17:00","PM2.5","25.7","UG/M3","32.6","80","2","Anderson","Shasta County Air Quality Management District","060890007","840060890007"
"40.4531","-122.2978","2020-08-20T17:00","OZONE","25.0","PPB","25.0","23","1","Anderson","Shasta County Air Quality Management District","060890007","840060890007"
"41.319913","-122.295406","2020-08-20T17:00","PM2.5","17.6","UG/M3","29.0","63","2","SISK1002 Mt S Rx","AIRSIS","MMAIR1018","840MMAIR1018"
"37.8148","-122.282402","2020-08-20T17:00","PM2.5","23.7","UG/M3","20.0","75","2","Oakland West","San Francisco Bay Area AQMD","060010011","840060010011"
"37.8148","-122.282402","2020-08-20T17:00","OZONE","13.0","PPB","15.0","12","1","Oakland West","San Francisco Bay Area AQMD","060010011","840060010011"
"37.8148","-122.282402","2020-08-20T17:00","NO2","6.6","PPB","6.6","6","1","Oakland West","San Francisco Bay Area AQMD","060010011","840060010011"
"37.8148","-122.282402","2020-08-20T17:00","SO2","0.2","PPB","0.2","0","1","Oakland West","San Francisco Bay Area AQMD","060010011","840060010011"
"37.8148","-122.282402","2020-08-20T17:00","CO","0.4","PPM","0.4","-999","-999","Oakland West","San Francisco Bay Area AQMD","060010011","840060010011"
"37.793624","-122.263376","2020-08-20T17:00","PM2.5","22.8","UG/M3","17.0","74","2","Laney College","San Francisco Bay Area AQMD","060010012","840060010012"
"37.793624","-122.263376","2020-08-20T17:00","NO2","11.3","PPB","11.3","10","1","Laney College","San Francisco Bay Area AQMD","060010012","840060010012"
"37.793624","-122.263376","2020-08-20T17:00","CO","0.5","PPM","0.5","-999","-999","Laney College","San Francisco Bay Area AQMD","060010012","840060010012"
"40.170917","-122.255667","2020-08-20T17:00","PM2.5","17.1","UG/M3","19.0","62","2","Red Bluff - Walnut office","Tehama County Air Pollution Control District","061030007","840061030007"
"40.170917","-122.255667","2020-08-20T17:00","OZONE","21.0","PPB","20.0","19","1","Red Bluff - Walnut office","Tehama County Air Pollution Control District","061030007","840061030007"
"40.63992","-122.24022","2020-08-20T17:00","PM2.5","0.0","UG/M3","-0.2","0","1","MMCA82038","California Air Resources Board","840MMCA82038","840MMCA82038"
"38.102507","-122.237976","2020-08-20T17:00","PM2.5","31.8","UG/M3","28.0","92","2","Vallejo","San Francisco Bay Area AQMD","060950004","840060950004"
"38.102507","-122.237976","2020-08-20T17:00","OZONE","26.0","PPB","19.0","24","1","Vallejo","San Francisco Bay Area AQMD","060950004","840060950004"
"38.102507","-122.237976","2020-08-20T17:00","NO2","5.7","PPB","5.7","5","1","Vallejo","San Francisco Bay Area AQMD","060950004","840060950004"
"38.102507","-122.237976","2020-08-20T17:00","SO2","0.8","PPB","0.8","0","1","Vallejo","San Francisco Bay Area AQMD","060950004","840060950004"
"38.102507","-122.237976","2020-08-20T17:00","CO","0.4","PPM","0.4","-999","-999","Vallejo","San Francisco Bay Area AQMD","060950004","840060950004"
"37.4828","-122.2022","2020-08-20T17:00","PM2.5","6.5","UG/M3","7.0","27","1","Redwood City","San Francisco Bay Area AQMD","060811001","840060811001"
"37.4828","-122.2022","2020-08-20T17:00","OZONE","14.0","PPB","13.0","13","1","Redwood City","San Francisco Bay Area AQMD","060811001","840060811001"
"37.4828","-122.2022","2020-08-20T17:00","NO2","4.9","PPB","4.9","4","1","Redwood City","San Francisco Bay Area AQMD","060811001","840060811001"
"37.4828","-122.2022","2020-08-20T17:00","CO","0.3","PPM","0.3","-999","-999","Redwood City","San Francisco Bay Area AQMD","060811001","840060811001"
"39.53387","-122.190834","2020-08-20T17:00","PM2.5","54.4","UG/M3","81.0","148","3","Willows-Colusa","California Air Resources Board","060210003","840060210003"
"39.53387","-122.190834","2020-08-20T17:00","PM10","115.0","UG/M3","150.0","81","2","Willows-Colusa","California Air Resources Board","060210003","840060210003"
"39.53387","-122.190834","2020-08-20T17:00","OZONE","15.0","PPB","18.0","14","1","Willows-Colusa","California Air Resources Board","060210003","840060210003"
"44.728314","-122.182756","2020-08-20T17:00","PM2.5","2.4","UG/M3","2.2","10","1","Detroit Lake","Oregon Dept. of Environmental Quality","410470123","840410470123"
"37.743061","-122.169907","2020-08-20T17:00","PM2.5","25.3","UG/M3","23.0","79","2","Oakland","San Francisco Bay Area AQMD","060010009","840060010009"
"37.743061","-122.169907","2020-08-20T17:00","OZONE","14.0","PPB","11.0","13","1","Oakland","San Francisco Bay Area AQMD","060010009","840060010009"
"37.743061","-122.169907","2020-08-20T17:00","NO2","7.3","PPB","7.3","7","1","Oakland","San Francisco Bay Area AQMD","060010009","840060010009"
"37.743061","-122.169907","2020-08-20T17:00","CO","0.4","PPM","0.4","-999","-999","Oakland","San Francisco Bay Area AQMD","060010009","840060010009"
"41.251634","-122.128637","2020-08-20T17:00","PM2.5","12.8","UG/M3","-999.0","52","2","MMCA81021","California Air Resources Board","MMCA81021","840MMCA81021"
"41.251838","-122.128251","2020-08-20T17:00","PM2.5","55.9","UG/M3","58.0","151","4","MMCA81013","California Air Resources Board","MMCA81013","840MMCA81013"
"40.26207","-122.09265","2020-08-20T17:00","OZONE","37.0","PPB","36.0","34","1","Tuscan Butte (Seasonal)","California Air Resources Board","061030004","840061030004"
"37.06315","-122.083092","2020-08-20T17:00","PM2.5","231.6","UG/M3","253.0","281","5","SLV Middle School AMS","Monterey Bay Unified APCD","060871005","840060871005"
"37.6547","-122.0317","2020-08-20T17:00","OZONE","21.0","PPB","17.0","19","1","Hayward","San Francisco Bay Area AQMD","060012001","840060012001"
"37.9383","-122.025","2020-08-20T17:00","PM2.5","57.7","UG/M3","62.0","152","4","Concord","San Francisco Bay Area AQMD","060130002","840060130002"
"37.9383","-122.025","2020-08-20T17:00","OZONE","31.0","PPB","36.0","29","1","Concord","San Francisco Bay Area AQMD","060130002","840060130002"
"37.9383","-122.025","2020-08-20T17:00","NO2","4.2","PPB","4.2","4","1","Concord","San Francisco Bay Area AQMD","060130002","840060130002"
"37.9383","-122.025","2020-08-20T17:00","SO2","0.8","PPB","0.8","0","1","Concord","San Francisco Bay Area AQMD","060130002","840060130002"
"37.9383","-122.025","2020-08-20T17:00","CO","0.9","PPM","0.9","-999","-999","Concord","San Francisco Bay Area AQMD","060130002","840060130002"
"39.18919","-121.99887","2020-08-20T17:00","PM2.5","84.2","UG/M3","98.0","166","4","Colusa - Sunrise Blvd.","California Air Resources Board","060111002","840060111002"
"39.18919","-121.99887","2020-08-20T17:00","PM10","130.0","UG/M3","146.0","88","2","Colusa - Sunrise Blvd.","California Air Resources Board","060111002","840060111002"
"39.18919","-121.99887","2020-08-20T17:00","OZONE","17.0","PPB","22.0","16","1","Colusa - Sunrise Blvd.","California Air Resources Board","060111002","840060111002"
"36.98332","-121.98822","2020-08-20T17:00","PM2.5","40.1","UG/M3","49.0","112","3","Santa Cruz AMS","Monterey Bay Unified APCD","060870007","840060870007"
"36.98332","-121.98822","2020-08-20T17:00","OZONE","12.0","PPB","9.0","11","1","Santa Cruz AMS","Monterey Bay Unified APCD","060870007","840060870007"
"37.2267","-121.9786","2020-08-20T17:00","OZONE","28.0","PPB","26.0","26","1","Los Gatos","San Francisco Bay Area AQMD","060851001","840060851001"
"38.356556","-121.949853","2020-08-20T17:00","PM2.5","186.5","UG/M3","193.0","237","5","Vacaville","Yolo-Solano AQMD","060953003","840060953003"
"38.356556","-121.949853","2020-08-20T17:00","OZONE","14.0","PPB","11.0","13","1","Vacaville","Yolo-Solano AQMD","060953003","840060953003"
"37.743649","-121.934188","2020-08-20T17:00","OZONE","34.0","PPB","30.0","31","1","San Ramon","San Francisco Bay Area AQMD","060132007","840060132007"
"37.743649","-121.934188","2020-08-20T17:00","NO2","5.4","PPB","5.4","5","1","San Ramon","San Francisco Bay Area AQMD","060132007","840060132007"
"37.701222","-121.903019","2020-08-20T17:00","PM2.5","28.2","UG/M3","28.0","85","2","Pleasanton - Owens Ct.","San Francisco Bay Area AQMD","060010015","840060010015"
"37.701222","-121.903019","2020-08-20T17:00","NO2","20.6","PPB","20.6","19","1","Pleasanton - Owens Ct.","San Francisco Bay Area AQMD","060010015","840060010015"
"37.701222","-121.903019","2020-08-20T17:00","CO","0.6","PPM","0.6","-999","-999","Pleasanton - Owens Ct.","San Francisco Bay Area AQMD","060010015","840060010015"
"37.3483","-121.8947","2020-08-20T17:00","PM2.5","19.5","UG/M3","17.0","67","2","San Jose - Jackson St.","San Francisco Bay Area AQMD","060850005","840060850005"
"37.3483","-121.8947","2020-08-20T17:00","OZONE","21.0","PPB","18.0","19","1","San Jose - Jackson St.","San Francisco Bay Area AQMD","060850005","840060850005"
"37.3483","-121.8947","2020-08-20T17:00","NO2","6.6","PPB","6.6","6","1","San Jose - Jackson St.","San Francisco Bay Area AQMD","060850005","840060850005"
"37.3483","-121.8947","2020-08-20T17:00","CO","0.3","PPM","0.3","-999","-999","San Jose - Jackson St.","San Francisco Bay Area AQMD","060850005","840060850005"
"37.338202","-121.849892","2020-08-20T17:00","PM2.5","24.7","UG/M3","20.0","77","2","San Jose - Knox Ave","San Francisco Bay Area AQMD","060850006","840060850006"
"37.338202","-121.849892","2020-08-20T17:00","NO2","11.6","PPB","11.6","10","1","San Jose - Knox Ave","San Francisco Bay Area AQMD","060850006","840060850006"
"37.338202","-121.849892","2020-08-20T17:00","CO","0.5","PPM","0.5","-999","-999","San Jose - Knox Ave","San Francisco Bay Area AQMD","060850006","840060850006"
"39.76168","-121.84047","2020-08-20T17:00","PM2.5","62.6","UG/M3","51.0","155","4","Chico -  East","California Air Resources Board","060070008","840060070008"
"39.76168","-121.84047","2020-08-20T17:00","PM10","110.0","UG/M3","119.0","78","2","Chico -  East","California Air Resources Board","060070008","840060070008"
"39.76168","-121.84047","2020-08-20T17:00","OZONE","19.0","PPB","22.0","18","1","Chico -  East","California Air Resources Board","060070008","840060070008"
"39.76168","-121.84047","2020-08-20T17:00","NO2","8.4","PPB","8.4","8","1","Chico -  East","California Air Resources Board","060070008","840060070008"
"39.76168","-121.84047","2020-08-20T17:00","CO","0.5","PPM","0.5","-999","-999","Chico -  East","California Air Resources Board","060070008","840060070008"
"39.20556","-121.82046","2020-08-20T17:00","OZONE","49.0","PPB","59.0","45","1","Sutter Buttes (seasonal)","California Air Resources Board","061010004","840061010004"
"37.687526","-121.784217","2020-08-20T17:00","PM2.5","39.1","UG/M3","38.0","110","3","Livermore - Rincon","San Francisco Bay Area AQMD","060010007","840060010007"
"37.687526","-121.784217","2020-08-20T17:00","OZONE","31.0","PPB","32.0","29","1","Livermore - Rincon","San Francisco Bay Area AQMD","060010007","840060010007"
"37.687526","-121.784217","2020-08-20T17:00","NO2","6.9","PPB","6.9","6","1","Livermore - Rincon","San Francisco Bay Area AQMD","060010007","840060010007"
"38.53455","-121.7734","2020-08-20T17:00","PM2.5","108.3","UG/M3","143.0","178","4","Davis - UCD Campus","California Air Resources Board","061130004","840061130004"
"38.53455","-121.7734","2020-08-20T17:00","OZONE","21.0","PPB","30.0","19","1","Davis - UCD Campus","California Air Resources Board","061130004","840061130004"
"38.53455","-121.7734","2020-08-20T17:00","NO2","12.9","PPB","12.9","11","1","Davis - UCD Campus","California Air Resources Board","061130004","840061130004"
"36.48187","-121.73333","2020-08-20T17:00","PM2.5","51.1","UG/M3","62.0","139","3","Carmel Valley AMS","Monterey Bay Unified APCD","060530002","840060530002"
"36.48187","-121.73333","2020-08-20T17:00","OZONE","10.0","PPB","8.0","9","1","Carmel Valley AMS","Monterey Bay Unified APCD","060530002","840060530002"
"38.661239","-121.732683","2020-08-20T17:00","PM2.5","54.7","UG/M3","72.0","148","3","Woodland","Yolo-Solano AQMD","061131003","840061131003"
"38.661239","-121.732683","2020-08-20T17:00","OZONE","32.0","PPB","33.0","30","1","Woodland","Yolo-Solano AQMD","061131003","840061131003"
"42.190296","-121.731369","2020-08-20T17:00","PM2.5","3.7","UG/M3","3.4","15","1","Klamath Falls - Peterson School","Oregon Dept. of Environmental Quality","410350004","840410350004"
"38.167297","-121.688561","2020-08-20T17:00","PM2.5","45.0","UG/M3","36.0","124","3","Rio Vista","Yolo-Solano AQMD","060959999","840060959999"
"39.32756","-121.66881","2020-08-20T17:00","PM2.5","75.7","UG/M3","88.0","161","4","Gridley","California Air Resources Board","060074001","840060074001"
"38.006311","-121.641918","2020-08-20T17:00","OZONE","33.0","PPB","36.0","31","1","Bethel Island","San Francisco Bay Area AQMD","060131002","840060131002"
"38.006311","-121.641918","2020-08-20T17:00","NO2","6.2","PPB","6.2","6","1","Bethel Island","San Francisco Bay Area AQMD","060131002","840060131002"
"38.006311","-121.641918","2020-08-20T17:00","SO2","2.7","PPB","2.7","3","1","Bethel Island","San Francisco Bay Area AQMD","060131002","840060131002"
"38.006311","-121.641918","2020-08-20T17:00","CO","1.4","PPM","1.4","-999","-999","Bethel Island","San Francisco Bay Area AQMD","060131002","840060131002"
"36.694261","-121.623271","2020-08-20T17:00","PM2.5","74.0","UG/M3","90.0","161","4","Salinas AMS","Monterey Bay Unified APCD","060531003","840060531003"
"36.694261","-121.623271","2020-08-20T17:00","OZONE","15.0","PPB","18.0","14","1","Salinas AMS","Monterey Bay Unified APCD","060531003","840060531003"
"36.694261","-121.623271","2020-08-20T17:00","NO2","5.0","PPB","5.0","5","1","Salinas AMS","Monterey Bay Unified APCD","060531003","840060531003"
"36.694261","-121.623271","2020-08-20T17:00","CO","0.8","PPM","0.8","-999","-999","Salinas AMS","Monterey Bay Unified APCD","060531003","840060531003"
"39.13868","-121.61884","2020-08-20T17:00","PM2.5","83.4","UG/M3","103.0","165","4","Yuba City","California Air Resources Board","061010003","840061010003"
"39.13868","-121.61884","2020-08-20T17:00","PM10","102.0","UG/M3","128.0","74","2","Yuba City","California Air Resources Board","061010003","840061010003"
"39.13868","-121.61884","2020-08-20T17:00","OZONE","31.0","PPB","29.0","29","1","Yuba City","California Air Resources Board","061010003","840061010003"
"39.13868","-121.61884","2020-08-20T17:00","NO2","6.8","PPB","6.8","6","1","Yuba City","California Air Resources Board","061010003","840061010003"
"39.708454","-121.617309","2020-08-20T17:00","OZONE","40.0","PPB","42.0","37","1","Paradise - Airport","California Air Resources Board","060070007","840060070007"
"40.3495","-121.601272","2020-08-20T17:00","PM2.5","1.2","UG/M3","2.7","5","1","MMCA82009","California Air Resources Board","840MMCA82009","840MMCA82009"
"37.0792","-121.5994","2020-08-20T17:00","OZONE","30.0","PPB","28.0","28","1","San Martin","San Francisco Bay Area AQMD","060852006","840060852006"
"40.34908","-121.59389","2020-08-20T17:00","PM2.5","83.2","UG/M3","98.0","165","4","TEHCOAPCD1000","AIRSIS","840MMAIR1035","840MMAIR1035"
"40.5403","-121.5764","2020-08-20T17:00","OZONE","29.0","PPB","30.0","27","1","Lassen Volcanic NP","National Park Service","060893003","840060893003"
"36.999571","-121.574684","2020-08-20T17:00","PM2.5","29.1","UG/M3","25.0","87","2","Gilory - 9th Street","San Francisco Bay Area AQMD","060850002","840060850002"
"36.999571","-121.574684","2020-08-20T17:00","OZONE","23.0","PPB","27.0","21","1","Gilory - 9th Street","San Francisco Bay Area AQMD","060850002","840060850002"
"44.2921","-121.5555","2020-08-20T17:00","PM2.5","7.4","UG/M3","-999.0","31","1","Sisters Forest Service","Oregon Dept. of Environmental Quality","410170004","840410170004"
"43.70376","-121.5273","2020-08-20T17:00","PM2.5","3.1","UG/M3","2.3","13","1","La Pine Rural Fire Dept","Oregon Dept. of Environmental Quality","840410172002","840410172002"
"38.56095","-121.507008","2020-08-20T17:00","PM2.5","0.0","UG/M3","-1.8","0","1","MMCA82037","California Air Resources Board","840MMCA82037","840MMCA82037"
"38.593328","-121.503728","2020-08-20T17:00","NO2","19.0","PPB","19.0","18","1","Bercut Dr","Sacramento Metro. AQMD","060670015","840060670015"
"38.593328","-121.503728","2020-08-20T17:00","CO","1.4","PPM","1.4","-999","-999","Bercut Dr","Sacramento Metro. AQMD","060670015","840060670015"
"38.56844","-121.49311","2020-08-20T17:00","PM2.5","108.5","UG/M3","132.0","178","4","Downtown Sacramento - T Street","California Air Resources Board","060670010","840060670010"
"38.56844","-121.49311","2020-08-20T17:00","PM10","144.0","UG/M3","171.0","95","2","Downtown Sacramento - T Street","California Air Resources Board","060670010","840060670010"
"38.56844","-121.49311","2020-08-20T17:00","OZONE","25.0","PPB","29.0","23","1","Downtown Sacramento - T Street","California Air Resources Board","060670010","840060670010"
"38.56844","-121.49311","2020-08-20T17:00","NO2","7.9","PPB","7.9","7","1","Downtown Sacramento - T Street","California Air Resources Board","060670010","840060670010"
"41.955854","-121.479049","2020-08-20T17:00","PM2.5","102.0","UG/M3","135.0","175","4","MMCA81019","California Air Resources Board","MMCA81019","840MMCA81019"
"41.955897","-121.478984","2020-08-20T17:00","PM2.5","5.5","UG/M3","10.0","23","1","MMCA81010","California Air Resources Board","MMCA81010","840MMCA81010"
"37.6825","-121.4406","2020-08-20T17:00","PM2.5","49.3","UG/M3","60.0","135","3","TracyAP","San Joaquin Valley Unified APCD","060773005","840060773005"
"37.6825","-121.4406","2020-08-20T17:00","PM10","96.0","UG/M3","93.0","71","2","TracyAP","San Joaquin Valley Unified APCD","060773005","840060773005"
"37.6825","-121.4406","2020-08-20T17:00","OZONE","40.0","PPB","53.0","37","1","TracyAP","San Joaquin Valley Unified APCD","060773005","840060773005"
